title,artist,album,genre,emotion_label,valence,energy,danceability,tempo,loudness,acousticness,instrumentalness,speechiness,liveness
Dude (Looks Like A Lady),Aerosmith,Permanent Vacation,rock,happy,0.91,0.982,0.54,126.294,-2.962,0.435,3.37e-05,0.0458,0.0457
Give Me Your Love,DEAMN,Give Me Your Love,edm,energetic,0.391,0.832,0.707,105.008,-4.712,0.136,0.000129,0.0255,0.248
PURPLE TUESDAY (feat. Joey Bada$$ & Jesse Boykins III),Rejjie Snow,PURPLE TUESDAY (feat. Joey Bada$$ & Jesse Boykins III),r&b,happy,0.723,0.458,0.676,84.188,-6.172,0.379,0.0,0.418,0.122
Crazy Eights,Futurist,Omens,pop,sad,0.237,0.586,0.464,89.875,-8.453,0.178,0.00785,0.0291,0.14
Hands Tied Down - Luhv & Friz Remix,Zuma.,Hands Tied Down (Luhv & Friz Remix),edm,energetic,0.584,0.725,0.883,127.98,-5.977,0.106,0.311,0.0953,0.089
"How We Party Rocket (feat. R3hab, Vinai, W&W & Blasterjaxx)",Nugnes,"How We Party Rocket (feat. R3hab, Vinai, W&W & Blasterjaxx)",edm,energetic,0.131,0.844,0.607,127.877,-6.728,0.0153,0.234,0.0663,0.364
Takeaway (feat. Lennon Stella),The Chainsmokers,World War Joy...Takeaway,pop,sad,0.357,0.505,0.294,85.332,-8.106,0.12,0.0,0.042,0.0977
Good Enough,Bobby Brown,Bobby,r&b,energetic,0.531,0.744,0.578,180.323,-9.207,0.00783,0.000333,0.054,0.0464
Africanism,Noir,"Anthology, Vol. 1",edm,sad,0.286,0.589,0.799,124.991,-10.589,0.0133,0.924,0.0612,0.102
Trumpsta - Djuro Remix,Contiez,Trumpsta (Remixes),edm,sad,0.201,0.589,0.973,128.006,-7.014,0.00208,0.319,0.236,0.276
Cock the Hammer,Cypress Hill,Black Sunday,rap,calm,0.502,0.391,0.874,98.88,-15.11,0.229,0.764,0.112,0.338
I'm Not Okay (I Promise),My Chemical Romance,Three Cheers for Sweet Revenge,rock,sad,0.255,0.94,0.21,179.722,-3.427,0.00602,0.0,0.123,0.269
Was I Right Or Wrong,Lynyrd Skynyrd,The Complete Collection,rock,calm,0.443,0.343,0.397,127.7,-10.609,0.12,0.042,0.0396,0.364
On Hold,The xx,I See You,pop,sad,0.35,0.669,0.723,125.051,-6.784,0.0522,0.192,0.0348,0.109
Death & Desire (feat. Harrison),Knife Party,Lost Souls EP,edm,energetic,0.379,0.964,0.617,124.99,-3.396,0.0011,0.488,0.04,0.186
Slow Down (with Calvin Harris),Normani,Normani x Calvin Harris,pop,energetic,0.547,0.693,0.853,124.049,-4.337,0.0855,7.16e-05,0.0524,0.11
That's My Attitude,Troop,Attitude,r&b,happy,0.895,0.504,0.817,108.752,-13.482,0.169,0.0062,0.043,0.0292
You,Lost Kings,The Bad EP,edm,energetic,0.645,0.932,0.666,105.921,-1.926,0.0655,7.12e-05,0.0412,0.19
What Do You Mean?,Justin Bieber,Purpose (Deluxe),edm,happy,0.793,0.567,0.845,125.02,-8.118,0.59,0.00142,0.0956,0.0811
Mi Cama Huele a Ti,"Tito ""El Bambino""",El Patrón,latin,energetic,0.678,0.85,0.738,94.999,-5.818,0.0775,0.0,0.0403,0.162
Lean On Me,Club Nouveau,Greatest Hits,r&b,happy,0.919,0.629,0.748,182.448,-8.42,0.0168,0.0,0.066,0.0991
Bad Bad Bad (feat. Lil Baby),Young Thug,So Much Fun,rap,happy,0.892,0.596,0.974,111.959,-8.888,0.0976,0.0,0.184,0.151
Work,Rihanna,ANTI (Deluxe),latin,calm,0.558,0.534,0.725,91.974,-6.238,0.0752,0.0,0.0946,0.0919
When I Grow Up,The Pussycat Dolls,Doll Domination (Deluxe),pop,sad,0.368,0.685,0.671,118.449,-5.762,0.00165,0.0,0.05,0.398
Stay,Zedd,Stay,r&b,energetic,0.544,0.622,0.69,102.04,-5.025,0.253,0.0,0.0622,0.116
"Cruise - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Kygo,Fifty Shades Darker (Original Motion Picture Soundtrack),latin,sad,0.354,0.438,0.628,109.836,-8.426,0.279,0.0,0.107,0.164
I Wanna Know,Joe,My Name Is Joe,r&b,calm,0.599,0.487,0.725,136.086,-5.959,0.26,1.09e-05,0.0368,0.431
Like A Fool (Back To You),Mabryx,Like A Fool (Back To You),r&b,sad,0.142,0.757,0.579,120.037,-7.97,0.0186,3.27e-05,0.0402,0.115
Cocaine,Eric Clapton,Classic Eric Clapton,rock,happy,0.683,0.58,0.696,105.172,-9.716,0.0744,0.0212,0.0265,0.32
"Hey, Soul Sister",Train,"Hey, Soul Sister",pop,happy,0.768,0.885,0.675,97.03,-4.432,0.217,0.0,0.0436,0.086
Timber (feat. Ke$ha),Pitbull,Global Warming: Meltdown (Deluxe Version),pop,happy,0.788,0.963,0.581,129.992,-4.087,0.0295,0.0,0.0981,0.139
Ai Droga,Pineapple StormTv,Ai Droga,rap,calm,0.547,0.597,0.756,136.016,-8.332,0.0176,0.0,0.0496,0.186
Rich & Sad,PLVTINUM,Rich & Sad,pop,happy,0.616,0.648,0.783,156.028,-5.117,0.0802,1.43e-05,0.0839,0.2
Molly,Tyga,Hotel California (Deluxe),rap,happy,0.771,0.783,0.831,140.046,-6.719,0.079,1.27e-06,0.0527,0.35
Riptide - FlicFlac Edit,Vance Joy,Riptide (FlicFlac Edit),latin,happy,0.634,0.667,0.708,115.987,-7.934,0.253,0.000692,0.0418,0.0878
Every Rose Has Its Thorn - Remastered 2003,Poison,Open Up And Say...Ahh! (20th Anniversary Edition),rock,sad,0.292,0.637,0.533,140.167,-5.571,0.16,1.12e-05,0.0323,0.369
Travesuras,Nicky Jam,Nicky Jam Hits,latin,happy,0.872,0.79,0.77,93.97,-5.453,0.139,0.0,0.0814,0.0829
Mister (feat. 21 Savage),Young Nudy,Mister (feat. 21 Savage),rap,sad,0.23,0.593,0.767,142.972,-7.903,0.256,0.0,0.198,0.109
On My Way,Alan Walker,On My Way,latin,sad,0.297,0.689,0.509,170.087,-4.929,0.0209,0.0,0.102,0.301
In My Mind (Axwell Radio Edit),Ivan Gough & Feenixpawl feat. Georgi Kay,In My Mind,edm,sad,0.355,0.83,0.511,128.038,-4.504,0.0429,3.05e-06,0.0606,0.342
Audacity (feat. Headie One),Stormzy,Audacity (feat. Headie One),rap,sad,0.11,0.516,0.678,133.939,-4.601,0.0523,0.0,0.444,0.13
Yee - Radio Edit,Deorro,Yee,edm,energetic,0.617,0.993,0.717,127.995,-4.116,0.143,0.855,0.0457,0.108
Hitboy,Duki,Hitboy,rap,happy,0.616,0.633,0.812,150.009,-6.629,0.153,0.0,0.107,0.122
Hey Nineteen,Steely Dan,Gaucho,rock,calm,0.728,0.301,0.952,119.629,-13.936,0.0126,0.000922,0.0612,0.0387
No Te Cambiaré,Rudy Torres,No Te Cambiaré,latin,energetic,0.324,0.711,0.709,105.063,-3.496,0.101,0.000476,0.0404,0.096
867-5309 / Jenny,Tommy Tutone,867-5309 / Jenny,rock,happy,0.724,0.785,0.73,137.639,-7.201,0.0418,0.00669,0.0456,0.123
Doo Ding,Minimatic,Bric-a-Brac,edm,happy,0.836,0.691,0.716,180.035,-7.525,0.228,0.394,0.108,0.652
Bring It All to Me - Single Version,Blaque,Platinum Hits 2000,r&b,happy,0.74,0.528,0.69,88.032,-8.675,0.0349,0.0,0.0288,0.0547
Basquiat,Milano The Don,Basquiat,rap,sad,0.125,0.944,0.563,149.964,-10.136,0.0613,0.928,0.143,0.479
Armageddon,Conejo,Game Over,latin,happy,0.686,0.864,0.589,91.272,-5.205,0.461,0.0,0.347,0.411
Yŭ - Pt. 2,Catching Flies,Yŭ (Pt. 2),edm,calm,0.412,0.501,0.537,83.796,-11.777,0.148,3.68e-06,0.222,0.115
Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,edm,sad,0.218,0.566,0.511,83.903,-7.23,0.349,0.0,0.2,0.34
Doo Wop (That Thing),Ms. Lauryn Hill,The Miseducation of Lauryn Hill,r&b,calm,0.495,0.505,0.535,99.935,-8.926,0.0393,0.0,0.245,0.0923
She's The One,Robbie Williams,I've Been Expecting You,rock,sad,0.333,0.609,0.243,166.668,-8.451,0.663,1.13e-05,0.0323,0.221
Push Myself,Adrianne Archie,"He That Hath An Ear, Let Him Hear",r&b,calm,0.477,0.592,0.643,120.049,-6.09,0.29,1.58e-06,0.0331,0.106
Nowhere to Run,Brennan Savage,Nowhere to Run,rap,sad,0.243,0.455,0.445,109.988,-8.927,0.171,0.0,0.0564,0.117
Tequila Sunrise (featuring Barron Ricks),Cypress Hill,IV,latin,calm,0.531,0.434,0.786,96.868,-15.184,0.0143,0.000988,0.476,0.657
All We Do,Matt Quentin,Skyline,r&b,calm,0.422,0.253,0.491,84.33,-15.562,0.955,0.0008,0.0928,0.168
Believe - JAKKO Radio Edit,Thomas Gold,Believe (JAKKO Remix),edm,sad,0.366,0.879,0.519,127.084,-2.959,0.221,2.09e-06,0.0423,0.0711
Falling for Ya,Grace Phipps,Teen Beach Movie,pop,happy,0.964,0.882,0.8,129.94,-4.436,0.0216,0.503,0.0419,0.0247
El Anillo,Jennifer Lopez,El Anillo,latin,energetic,0.469,0.691,0.87,130.056,-4.11,0.0248,0.0,0.18,0.0861
Being Alive,Hardwell,Being Alive,edm,sad,0.178,0.751,0.589,128.269,-5.124,0.014,3.09e-06,0.0975,0.549
Back To Life (with Brandyn Burnette),SJUR,Back To Life (with Brandyn Burnette),edm,happy,0.853,0.596,0.688,139.024,-7.278,0.419,0.0,0.0314,0.104
Flor Passionis,Styn,Flor Passionis,rap,sad,0.329,0.197,0.652,80.1,-20.895,0.799,0.932,0.061,0.108
Psychic City - Classixx Remix,YACHT,Psychic City,pop,happy,0.827,0.569,0.894,110.005,-7.144,0.0378,9.88e-05,0.0406,0.0636
SUGAR,BROCKHAMPTON,GINGER,latin,calm,0.516,0.538,0.453,122.973,-8.212,0.449,0.0,0.0638,0.19
How We Party,R3HAB,How We Party,edm,energetic,0.208,0.99,0.649,127.964,-1.888,0.000744,0.328,0.112,0.0626
The Let Out,Jidenna,The Let Out,rap,energetic,0.561,0.801,0.735,156.998,-4.738,0.154,0.0,0.195,0.0941
Our Time,Tess Posner,Our Time,latin,sad,0.341,0.431,0.733,82.002,-11.395,0.0747,0.00652,0.0538,0.0936
We Are the Beat,Daemus Moon,Magnum,edm,happy,0.966,0.728,0.683,127.993,-6.377,0.31,0.826,0.0402,0.0742
Half Gone,Stephen Puth,Half Gone,pop,calm,0.492,0.561,0.63,90.932,-4.906,0.0977,0.00023,0.0369,0.058
Harder,Jax Jones,Snacks,pop,happy,0.751,0.832,0.906,104.03,-3.004,0.0909,0.0,0.0718,0.152
Insidious,TRVNSPORTER,Insidious,rap,sad,0.112,0.882,0.521,140.028,-5.268,0.00922,0.634,0.0455,0.349
Insane,Ofenbach,Insane,pop,happy,0.71,0.758,0.809,125.022,-5.658,0.409,0.000544,0.101,0.166
Be Alright,Dean Lewis,Be Alright,r&b,calm,0.443,0.586,0.553,126.684,-6.319,0.697,0.0,0.0362,0.0813
Haute (feat. J Balvin & Chris Brown),Tyga,Legendary,rap,energetic,0.349,0.723,0.946,102.956,-3.692,0.0778,0.0,0.114,0.0608
Joyride (feat. Tasha Scott),Men of Vizion,Personal,r&b,energetic,0.619,0.827,0.802,92.98,-5.14,0.063,0.00309,0.125,0.28
Tomorrow's Dream,Black Sabbath,Black Sabbath Vol. 4 (Remastered),rock,sad,0.35,0.571,0.479,110.75,-12.65,0.0472,0.031,0.0388,0.14
Limitless,Logic,Confessions of a Dangerous Mind,rap,happy,0.715,0.776,0.838,155.059,-3.125,0.0435,0.000121,0.0933,0.0924
Summertime Girls,Y&T,Open Fire,rock,happy,0.764,0.838,0.392,129.036,-6.396,0.0102,1.78e-06,0.0373,0.406
Fast Car,Jonas Blue,Blue,pop,calm,0.548,0.578,0.672,113.945,-6.621,0.469,0.0,0.0569,0.312
Hard Pass,Tritonal,Hard Pass,edm,energetic,0.519,0.696,0.578,104.991,-4.302,0.382,0.0,0.0317,0.212
Mudshovel,Staind,Dysfunction,rock,sad,0.341,0.826,0.328,106.606,-5.085,0.000224,0.000944,0.0362,0.0818
Heart Shaped Ashes,Celestial Ruin,Heart Shaped Ashes,rock,sad,0.199,0.832,0.312,75.707,-4.244,0.000256,0.00191,0.0673,0.177
SUGAR,BROCKHAMPTON,GINGER,rap,calm,0.516,0.538,0.453,122.973,-8.212,0.449,0.0,0.0638,0.19
Flor Que Se Cheira - Ao Vivo,Guilherme & Benuto,"Amando, Bebendo e Sofrendo (Ao Vivo) - EP 1",edm,happy,0.797,0.759,0.68,117.827,-5.254,0.637,0.0,0.144,0.556
"10,000 Hours (with Justin Bieber)",Dan + Shay,"10,000 Hours (with Justin Bieber)",r&b,energetic,0.43,0.63,0.654,89.991,-4.644,0.153,0.0,0.0259,0.111
Gotta Get Up - Interlude,Kali Uchis,Isolation,r&b,sad,0.217,0.381,0.488,140.941,-8.095,0.605,0.0872,0.0498,0.0776
Let Me Be Real,Fedde Le Grand feat. Mitch Crown,Dance Chart [Online Version] [Autumn 2009],edm,energetic,0.591,0.711,0.644,126.019,-5.675,0.0258,0.0,0.105,0.322
Qué vendrá,Zaz,Effet miroir,latin,happy,0.968,0.535,0.664,175.943,-7.265,0.538,0.0,0.0955,0.169
Fade Away (feat. INNA),Sam Feldt,Sunrise,pop,energetic,0.388,0.713,0.69,105.06,-3.246,0.0314,0.0,0.0329,0.337
Happy Now,Kygo,Happy Now,pop,calm,0.492,0.575,0.693,117.999,-6.998,0.374,0.0,0.0801,0.252
What Am I,Why Don't We,What Am I,latin,sad,0.368,0.647,0.614,163.862,-4.681,0.0687,0.0,0.0524,0.104
No Quiere Novio (remix) [feat. Nejo & Tego Calderon],DJ Nelson,Mi Historia,latin,happy,0.804,0.823,0.873,95.012,-3.182,0.378,0.000786,0.215,0.145
Never Be Like You (feat. Kai),Flume,Skin,pop,sad,0.26,0.552,0.564,119.907,-5.438,0.439,0.0,0.055,0.163
По ресторанам,Kaspiyskiy Gruz,The Брутто,rap,calm,0.57,0.511,0.621,150.006,-6.551,0.00936,0.00649,0.0511,0.0956
Nothing But You (feat. Donnie Sloan & Ricky Ducati),Devault,Stay,edm,sad,0.27,0.632,0.603,110.998,-9.499,0.46,0.000218,0.0408,0.0982
This Is Dirty - Original Mix,DVBBS,This Is Dirty,edm,sad,0.084,0.905,0.456,128.078,-1.405,0.000263,0.899,0.0737,0.0954
Para Tu Amor - MTV Unplugged,Juanes,Tr3s Presents Juanes MTV Unplugged,latin,calm,0.596,0.487,0.656,98.049,-10.515,0.809,0.0,0.0708,0.705
New Apartment,Ari Lennox,Shea Butter Baby,r&b,calm,0.416,0.489,0.534,147.943,-8.725,0.302,0.0,0.241,0.112
You're High,Agar Agar,You're High,pop,energetic,0.496,0.634,0.613,107.009,-7.375,0.0173,0.0844,0.0266,0.118
On The Level,Cannaboy,Thug,latin,energetic,0.361,0.825,0.686,136.014,-6.602,0.0418,0.0,0.195,0.873
Wake Up in the Sky,Gucci Mane,Evil Genius,rock,sad,0.367,0.578,0.8,143.01,-5.144,0.00381,0.0,0.0485,0.367
El Sol No Regresa,La Quinta Estacion,Flores De Alquiler,latin,energetic,0.697,0.88,0.615,127.878,-4.057,0.0399,0.0,0.0352,0.373
Outro (Que É Você),Bemti,Outro (Que É Você),latin,sad,0.248,0.374,0.458,80.934,-10.066,0.894,0.000471,0.0281,0.281
Poison,Alice Cooper,The Best Of Alice Cooper,rock,sad,0.305,0.91,0.304,118.794,-6.096,0.0524,3.61e-05,0.117,0.111
True Colors,The Weeknd,Starboy,r&b,calm,0.584,0.424,0.624,76.669,-8.237,0.284,0.0,0.24,0.173
Something About the Sunshine,Anna Margaret,StarStruck,pop,happy,0.763,0.797,0.692,125.023,-6.248,0.0863,0.0,0.0439,0.186
Spread My Wings,Troop,Attitude,r&b,energetic,0.481,0.844,0.637,97.07,-10.714,0.168,0.0,0.0686,0.301
Nobody but You,Twelve24,From the Ground Up,edm,sad,0.292,0.588,0.565,86.983,-9.049,0.000518,0.0,0.0313,0.357
Whole Heart,Gryffin,Whole Heart,pop,sad,0.191,0.648,0.501,163.834,-7.173,0.028,1.26e-05,0.0696,0.153
Wherever You Will Go,The Calling,The Best Of...,rock,sad,0.354,0.696,0.551,112.024,-6.192,0.0392,0.0,0.0265,0.127
bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",rock,calm,0.562,0.425,0.701,135.128,-10.965,0.328,0.13,0.375,0.1
Roses - Imanbek Remix,SAINt JHN,Roses (Imanbek Remix),pop,happy,0.898,0.724,0.77,121.974,-5.484,0.0167,0.0105,0.0495,0.353
Killshot,Eminem,Killshot,rap,energetic,0.599,0.651,0.892,105.814,-8.645,0.0989,0.0,0.378,0.371
Subimos de Rango,Omy de Oro,Subimos de Rango,rap,happy,0.73,0.653,0.809,129.798,-6.705,0.749,0.000253,0.29,0.106
This Is What It Feels Like,Armin van Buuren,Intense,pop,sad,0.144,0.831,0.552,129.889,-5.217,0.0391,2.93e-06,0.0298,0.0632
Not Ready Anymore,The Griswolds,Be Impressive,pop,sad,0.138,0.651,0.446,101.141,-4.348,0.0068,0.164,0.0287,0.195
Girls and Boys,Blur,Blur: The Best Of,rock,happy,0.901,0.875,0.693,120.048,-8.354,0.00971,0.0,0.0315,0.0601
"Alone, Pt. II",Alan Walker,"Alone, Pt. II",pop,happy,0.608,0.668,0.67,88.033,-4.306,0.536,0.0,0.0422,0.133
Stacy's Mom,Fountains Of Wayne,Welcome Interstate Managers,pop,happy,0.925,0.75,0.774,118.015,-4.927,0.0021,1.85e-05,0.0413,0.0808
Like a Rolling Stone,Bob Dylan,Highway 61 Revisited,r&b,energetic,0.562,0.721,0.483,95.261,-6.836,0.729,0.0,0.032,0.189
Wild Thoughts,DJ Khaled,Wild Thoughts,pop,happy,0.619,0.681,0.613,97.621,-3.089,0.0287,0.0,0.0778,0.126
Cravin (feat. G-Eazy),DaniLeigh,Cravin,rap,calm,0.536,0.538,0.834,97.025,-5.54,0.191,0.0,0.246,0.113
Baby,Devendra Banhart,What Will We Be (Standard),rock,calm,0.864,0.325,0.833,102.02,-10.093,0.0498,0.0674,0.0404,0.15
Until You Were Gone,The Chainsmokers,Until You Were Gone,edm,sad,0.324,0.698,0.577,128.061,-4.773,0.0541,0.0,0.0451,0.131
They Don't Know About Us,One Direction,Take Me Home: Yearbook Edition,pop,sad,0.336,0.754,0.512,147.89,-6.031,0.135,0.0,0.055,0.0881
Down,Swardy,Down,edm,sad,0.348,0.493,0.705,219.991,-9.456,0.0157,0.556,0.0632,0.101
Haven,Finesse,"No Future, Vol. 2",rap,calm,0.908,0.188,0.687,168.051,-12.43,0.687,0.663,0.0681,0.0931
Shut Up and Dance,WALK THE MOON,Shut Up and Dance,pop,happy,0.632,0.88,0.579,128.047,-3.154,0.00607,1.16e-06,0.0633,0.268
The Walker,Roberto Capuano,The Walker - EP,edm,sad,0.165,0.593,0.852,127.008,-8.59,8.28e-05,0.921,0.0386,0.105
Welcome To The Jungle,Guns N' Roses,Greatest Hits (EU Version),rock,sad,0.326,0.98,0.438,123.407,-4.963,0.0258,0.462,0.102,0.279
I Got 5 On It,Luniz,Operation Stackola,rap,energetic,0.58,0.706,0.6,173.926,-7.899,0.209,0.0,0.361,0.125
Mirrors,Justin Timberlake,The 20/20 Experience (Deluxe Version),edm,calm,0.512,0.512,0.574,76.899,-6.664,0.234,0.0,0.0503,0.0946
"John C: Bzrp Music Sessions, Vol. 18",Bizarrap,"John C: Bzrp Music Sessions, Vol. 18",rap,happy,0.864,0.714,0.698,112.856,-6.178,0.368,0.0,0.367,0.0824
Vete,Biig Piig,"A World Without Snooze, Vol. 2",r&b,sad,0.272,0.292,0.665,74.815,-11.991,0.301,3.01e-06,0.186,0.0687
Poison,Coopex,Poison,rap,sad,0.052,0.53,0.428,155.017,-9.295,0.261,0.000495,0.0455,0.0934
Shake Ya Ass,Mystikal,Let's Get Ready,rap,happy,0.666,0.607,0.914,98.054,-5.658,0.0626,0.0,0.32,0.0515
Hawaiian Haze,goosetaf,"Textures, Vol. 1",latin,happy,0.843,0.465,0.891,79.014,-10.291,0.41,0.538,0.222,0.0451
Good Nights (feat. Mascolo),Whethan,Good Nights (feat. Mascolo),pop,sad,0.282,0.483,0.849,101.015,-7.114,0.443,0.000141,0.291,0.0786
Lovely,Brent Faiyaz,A.M. Paradox,r&b,sad,0.0575,0.473,0.385,143.614,-8.656,0.575,2.88e-05,0.0519,0.13
Panini,Lil Nas X,Panini,edm,calm,0.475,0.594,0.703,153.848,-6.146,0.342,0.0,0.0752,0.123
El Duelo (feat. Ely Guerra),La Ley,La Ley MTV Unplugged,latin,sad,0.17,0.445,0.34,112.532,-7.926,0.255,0.000325,0.0305,0.694
Move,Thousand Foot Krutch,The Art Of Breaking,rock,happy,0.637,0.836,0.531,169.171,-5.204,0.00109,0.0,0.101,0.0447
Moondance - 2013 Remaster,Van Morrison,Moondance (Deluxe Edition),r&b,calm,0.563,0.282,0.606,67.409,-12.207,0.501,8.3e-06,0.0339,0.152
Heads Will Roll (Battlefield Hardline Rock),Teamheadkick,Legend,rock,happy,0.747,0.981,0.452,180.016,-5.613,0.000839,8.02e-06,0.0476,0.243
Somebody That I Used To Know,Gotye,Making Mirrors,latin,happy,0.755,0.515,0.864,129.048,-6.967,0.571,7.92e-05,0.0367,0.0947
Carry on Wayward Son,Kansas,Leftoverture,pop,happy,0.793,0.786,0.483,126.748,-5.735,0.00316,8.86e-05,0.0319,0.446
Keep It Comin',Junior J,Keep It Comin',latin,energetic,0.668,0.764,0.714,124.968,-3.423,0.0404,0.00101,0.0587,0.0996
Atrévete,Nicky Jam,Atrévete,latin,energetic,0.586,0.675,0.552,183.785,-3.824,0.311,0.0,0.297,0.119
Afterlife (Reyer Remix),Reyer,Worship: The Remix Project,edm,energetic,0.526,0.73,0.706,122.962,-9.044,0.00158,2.33e-06,0.0552,0.156
Falando Dela,Mc Maha,Falando Dela,r&b,calm,0.579,0.339,0.796,99.993,-11.581,0.344,1.78e-06,0.204,0.16
Heroes - Single Version [Remastered],David Bowie,Legacy (Deluxe Edition),rock,energetic,0.584,0.681,0.502,112.16,-8.263,0.016,0.107,0.0276,0.102
Fat Bottomed Girls - 2011 Remaster,Queen,Jazz (2011 Remaster),rock,energetic,0.419,0.683,0.332,88.522,-7.679,0.0322,6.51e-06,0.0491,0.342
Nobody Else,Wahlstedt,Nobody Else,pop,energetic,0.458,0.661,0.834,122.978,-6.677,0.0777,3.38e-05,0.0621,0.238
Rusty Cage,Soundgarden,Badmotorfinger,rock,sad,0.309,0.819,0.302,102.048,-11.364,1.84e-05,0.000416,0.0824,0.0568
Sunrise (feat. Jason Walker),Kygo,Kids in Love,latin,calm,0.476,0.6,0.636,100.051,-6.964,0.211,0.0,0.0288,0.141
Summer of Love,Lou Ella,Summer of Love,pop,sad,0.127,0.231,0.664,89.959,-12.696,0.866,1.62e-05,0.0372,0.0998
Special,Kevlah,Special,edm,sad,0.288,0.502,0.595,154.926,-13.756,0.347,0.0,0.131,0.121
New Light,John Mayer,New Light,rock,happy,0.853,0.689,0.828,123.931,-7.878,0.325,0.0384,0.0326,0.0808
Out In The Fields - Remastered 2002,Gary Moore,The Platinum Collection,rock,energetic,0.433,0.973,0.425,179.958,-4.229,0.00236,0.136,0.119,0.265
Free Room (feat. Appleby),Ravyn Lenae,Moon Shoes EP,r&b,sad,0.386,0.465,0.778,120.172,-7.662,0.729,0.000557,0.318,0.107
Autumn Sweater,Yo La Tengo,I Can Hear The Heart Beating As One,rock,happy,0.858,0.455,0.628,102.09,-12.436,0.141,0.693,0.0427,0.135
Fantasy,Aldo Nova,Aldo Nova,rock,sad,0.371,0.878,0.515,131.268,-6.808,4.7e-05,0.000349,0.0707,0.138
Buy U a Drank (Shawty Snappin'),T-Pain,T-Pain Presents Happy Hour: The Greatest Hits,r&b,calm,0.587,0.542,0.691,80.052,-8.161,0.0112,0.0,0.145,0.098
Tell Me You Love Me,Galantis,The Aviary,latin,energetic,0.525,0.797,0.762,122.066,-2.71,0.117,0.0,0.135,0.202
Earthquake (feat. Bok Nero) - Luca Lush Remix,QUIX,"Illusions (Remixes, Vol. 1)",edm,energetic,0.652,0.817,0.725,128.014,-5.356,0.00729,0.0337,0.102,0.135
How Low,Ludacris,Battle Of The Sexes,rap,calm,0.418,0.498,0.784,143.96,-6.977,0.00248,1.23e-06,0.0533,0.224
Everybody Wants You - Remastered 2002,Billy Squier,Absolute Hits,rock,happy,0.965,0.906,0.529,131.847,-6.116,0.105,3.78e-05,0.0517,0.0757
Law,Sleepdealer,Isla,rap,calm,0.537,0.554,0.606,79.983,-8.965,0.863,0.738,0.0583,0.0943
Invisible - from the Netflix Film Klaus,Zara Larsson,Invisible (from the Netflix Film Klaus),r&b,sad,0.296,0.731,0.519,82.967,-3.993,0.0571,0.0,0.0402,0.381
N.Y. State of Mind,Nas,Illmatic XX,rap,happy,0.887,0.91,0.665,84.099,-4.682,0.0394,0.0,0.223,0.227
Meu Olhar,WC no Beat,Meu Olhar,rap,calm,0.526,0.458,0.838,140.029,-8.755,0.144,0.0,0.229,0.133
BOP,DaBaby,KIRK,r&b,happy,0.836,0.787,0.769,126.77,-3.909,0.189,0.0,0.367,0.129
Move to San Francisco,Circa Waves,Move to San Francisco,rock,energetic,0.681,0.701,0.7,136.008,-5.223,0.185,0.0,0.0342,0.0996
"You're Gonna Go Far, Kid",The Offspring,"Rise And Fall, Rage And Grace",rock,happy,0.601,0.917,0.55,126.115,-3.159,0.00428,0.0,0.0638,0.197
Turning Back,MR.BLACK,Turning Back,edm,energetic,0.231,0.856,0.639,128.024,-4.136,0.0337,2.33e-06,0.183,0.178
Do You Hear Me,DINKS,Do You Hear Me,latin,happy,0.932,0.952,0.753,122.01,-6.559,0.00561,0.707,0.0463,0.0772
Touch It,Monifah,Mo'Hogany,r&b,happy,0.783,0.476,0.863,115.459,-10.019,0.0307,0.0515,0.0932,0.0706
Straight Gangstaism,Geto Boys,Til Death Do Us Part,rap,calm,0.544,0.497,0.883,82.973,-13.131,0.386,0.00287,0.299,0.107
The Chain,Fleetwood Mac,Rumours,rock,calm,0.574,0.529,0.546,151.727,-13.6,0.0629,0.000567,0.0436,0.0383
Fantasy,TYFI,Fantasy,pop,happy,0.702,0.761,0.669,119.975,-5.159,0.354,0.000134,0.0514,0.351
Sad But True,Metallica,Metallica,rock,energetic,0.433,0.845,0.632,89.232,-6.336,0.000773,0.00152,0.0333,0.0618
Running Out - Samuraii Remix,Matoma,Running Out Remix EP,latin,sad,0.223,0.306,0.522,185.828,-13.566,0.337,0.0797,0.338,0.161
La Calle De Las Sirenas,Kabah,La Más Completa Colección,latin,happy,0.769,0.915,0.704,104.521,-6.841,0.0866,0.00266,0.0298,0.123
G.H.E.T.T.O.U.T.,Changing Faces,Rhino Hi-Five: Changing Faces,r&b,calm,0.535,0.312,0.71,108.262,-6.918,0.391,2.19e-06,0.0325,0.0682
Don't Wanna Love You,Shanice,Boomerang,r&b,happy,0.961,0.71,0.706,102.065,-11.686,0.014,0.15,0.0292,0.0886
Zackig die Patte,Nazar,Irreversibel,rap,energetic,0.363,0.746,0.669,103.053,-7.085,0.119,0.0,0.453,0.102
America,Logic,Everybody,rap,energetic,0.6,0.888,0.839,115.005,-4.181,0.13,0.000376,0.116,0.116
HIGH.,Menestrel,HIGH.,rap,calm,0.55,0.495,0.937,104.009,-10.954,0.189,0.0,0.142,0.0895
Love Poison,Pete Kingsman,Love Poison,edm,happy,0.756,0.859,0.596,144.007,-5.351,0.177,2.7e-06,0.0321,0.324
